cycle,state,Candidateidentifier,Percentage.of.Vote.won.x,samplesize,daysLeft,numberSupport,pollster,Republican,Democrat,pvi,experienced
2018,Connecticut,2018CTCorey,39.4,767,-30,322.0,Quinnipiac University,1,0,4.933092737,0
2018,Ohio,2018OHBrown,53.4,1017,-30,503.0,Baldwin Wallace University,0,1,-4.171365879,1
2018,Ohio,2018OHRenacci,46.6,1017,-30,335.0,Baldwin Wallace University,1,0,-4.171365879,1
2018,Wisconsin,2018WIBaldwin,55.4,799,-31,423.0,Marquette University Law School,0,1,-1.482069759,1
2018,Wisconsin,2018WIVukmir,44.6,799,-31,343.0,Marquette University Law School,1,0,-1.482069759,1
2018,Wisconsin,2018WIBaldwin,55.4,1000,-31,530.0,Marquette University Law School,0,1,-1.482069759,1
2018,Wisconsin,2018WIVukmir,44.6,1000,-31,420.0,Marquette University Law School,1,0,-1.482069759,1
2018,Massachusetts,2018MAWarren,60.4,791,-31,442.0,University of Massachusetts Lowell,0,1,10.77644895,1
2018,Massachusetts,2018MADiehl,36.2,791,-31,221.0,University of Massachusetts Lowell,1,0,10.77644895,1
2018,Massachusetts,2018MAWarren,60.4,485,-31,271.0,University of Massachusetts Lowell,0,1,10.77644895,1
2018,Massachusetts,2018MADiehl,36.2,485,-31,150.0,University of Massachusetts Lowell,1,0,10.77644895,1
2018,Maine,2018MERingelstein,10.4,500,-31,41.0,Pan Atlantic Research,0,1,1.414830868,0
2018,Maine,2018MEBrakey,35.2,500,-31,148.0,Pan Atlantic Research,1,0,1.414830868,1
2018,Maine,2018MEKing,54.3,500,-31,286.0,Pan Atlantic Research,1,0,1.414830868,1
2018,Michigan,2018MIStabenow,52.3,654,-31,330.0,Mitchell Research & Communications,0,1,0.110617903,1
2018,Michigan,2018MIJames,45.8,654,-31,272.0,Mitchell Research & Communications,1,0,0.110617903,0
2018,Missouri,2018MOMcCaskill,45.6,1111,-31,488.0,Ipsos,0,1,-6.881433406,1
2018,Missouri,2018MOHawley,51.4,1111,-31,502.0,Ipsos,1,0,-6.881433406,1
2018,Missouri,2018MOMcCaskill,45.6,1998,-31,719.0,Ipsos,0,1,-6.881433406,1
2018,Missouri,2018MOHawley,51.4,1998,-31,719.0,Ipsos,1,0,-6.881433406,1
2018,Missouri,2018MOMcCaskill,45.6,1052,-32,441.0,1st Tuesday Campaigns,0,1,-6.881433406,1
2018,Missouri,2018MOHawley,51.4,1052,-32,462.0,1st Tuesday Campaigns,1,0,-6.881433406,1
2018,California,2018CAFeinstein,54.2,1038,-32,446.0,1st Tuesday Campaigns,0,1,10.76322564,1
2018,California,2018CAde Leon,45.8,1038,-32,311.0,1st Tuesday Campaigns,0,1,10.76322564,1
2018,Maryland,2018MDCardin,64.9,806,-32,398.0,Gonzales Research & Marketing Strategies Inc.,0,1,15.13676878,1
2018,Maryland,2018MDCampbell,30.3,806,-32,173.0,Gonzales Research & Marketing Strategies Inc.,1,0,15.13676878,0
2018,Rhode Island,2018RIWhitehouse,61.6,503,-32,286.0,University of New Hampshire,0,1,8.381222974,1
2018,Rhode Island,2018RIFlanders,38.4,503,-32,165.0,University of New Hampshire,1,0,8.381222974,0
2018,Montana,2018MTTester,50.3,2079,-32,960.0,MSU - Bozeman,0,1,-8.652566712,1
2018,Montana,2018MTRosendale,46.8,2079,-32,896.0,MSU - Bozeman,1,0,-8.652566712,1
2018,Arizona,2018AZSinema,50.0,898,-33,422.0,YouGov,0,1,-4.106799945,1
2018,Arizona,2018AZMcSally,47.6,898,-33,395.0,YouGov,1,0,-4.106799945,1
2018,New Jersey,2018NJMenendez,54.0,845,-33,414.0,YouGov,0,1,5.440680607000001,1
2018,New Jersey,2018NJHugin,42.8,845,-33,329.0,YouGov,1,0,5.440680607000001,0
2018,Tennessee,2018TNBredesen,43.9,871,-33,365.0,YouGov,0,1,-14.12184488,1
2018,Tennessee,2018TNBlackburn,54.7,871,-33,435.0,YouGov,1,0,-14.12184488,1
2018,Texas,2018TXO'Rourke,48.3,881,-33,387.0,YouGov,0,1,-7.023984994,1
2018,Texas,2018TXCruz,50.9,881,-33,440.0,YouGov,1,0,-7.023984994,1
2018,Texas,2018TXO'Rourke,48.3,500,-33,212.0,Emerson College,0,1,-7.023984994,1
2018,Texas,2018TXCruz,50.9,500,-33,235.0,Emerson College,1,0,-7.023984994,1
2018,Florida,2018FLNelson,49.9,476,-33,211.0,Florida Southern College,0,1,-1.790610365,1
2018,Florida,2018FLScott,50.1,476,-33,218.0,Florida Southern College,1,0,-1.790610365,1
2018,Minnesota,2018MNKlobuchar,60.3,860,-34,507.0,Marist College,0,1,1.11430914,1
2018,Minnesota,2018MNNewberger,36.2,860,-34,275.0,Marist College,1,0,1.11430914,1
2018,Minnesota,2018MNKlobuchar,60.3,637,-34,382.0,Marist College,0,1,1.11430914,1
2018,Minnesota,2018MNNewberger,36.2,637,-34,203.0,Marist College,1,0,1.11430914,1
2018,Minnesota,2018MNKlobuchar,60.3,860,-34,533.0,Marist College,0,1,1.11430914,1
2018,Minnesota,2018MNNewberger,36.2,860,-34,283.0,Marist College,1,0,1.11430914,1
2018,Minnesota,2018MNKlobuchar,60.3,637,-34,401.0,Marist College,0,1,1.11430914,1
2018,Minnesota,2018MNNewberger,36.2,637,-34,210.0,Marist College,1,0,1.11430914,1
2018,Wisconsin,2018WIBaldwin,55.4,781,-34,413.0,Marist College,0,1,-1.482069759,1
2018,Wisconsin,2018WIVukmir,44.6,781,-34,312.0,Marist College,1,0,-1.482069759,1
2018,Wisconsin,2018WIBaldwin,55.4,571,-34,308.0,Marist College,0,1,-1.482069759,1
2018,Wisconsin,2018WIVukmir,44.6,571,-34,228.0,Marist College,1,0,-1.482069759,1
2018,Ohio,2018OHBrown,53.4,1000,-34,430.0,University of Akron,0,1,-4.171365879,1
2018,Ohio,2018OHRenacci,46.6,1000,-34,310.0,University of Akron,1,0,-4.171365879,1
2018,Nevada,2018NVRosen,50.4,780,-35,335.0,Marist College,0,1,0.039999588,1
2018,Nevada,2018NVHeller,45.4,780,-35,351.0,Marist College,1,0,0.039999588,1
2018,Nevada,2018NVRosen,50.4,574,-35,252.0,Marist College,0,1,0.039999588,1
2018,Nevada,2018NVHeller,45.4,574,-35,264.0,Marist College,1,0,0.039999588,1
2018,Nevada,2018NVRosen,50.4,780,-35,319.0,Marist College,0,1,0.039999588,1
2018,Nevada,2018NVHeller,45.4,780,-35,327.0,Marist College,1,0,0.039999588,1
2018,Nevada,2018NVRosen,50.4,574,-35,241.0,Marist College,0,1,0.039999588,1
2018,Nevada,2018NVHeller,45.4,574,-35,252.0,Marist College,1,0,0.039999588,1
2018,Indiana,2018INDonnelly,45.0,800,-35,312.0,American Viewpoint,0,1,-8.112056678,1
2018,Indiana,2018INBraun,50.9,800,-35,344.0,American Viewpoint,1,0,-8.112056678,1
2018,Arizona,2018AZSinema,50.0,600,-36,246.0,OH Predictive Insights/MBQF,0,1,-4.106799945,1
2018,Arizona,2018AZMcSally,47.6,600,-36,282.0,OH Predictive Insights/MBQF,1,0,-4.106799945,1
2018,Pennsylvania,2018PACasey,55.7,1188,-36,558.0,Morning Consult,0,1,0.390350973,1
2018,Pennsylvania,2018PABarletta,42.6,1188,-36,380.0,Morning Consult,1,0,0.390350973,1
2018,Michigan,2018MIStabenow,52.3,600,-36,316.0,Glengariff Group Inc.,0,1,0.110617903,1
2018,Michigan,2018MIJames,45.8,600,-36,208.0,Glengariff Group Inc.,1,0,0.110617903,0
2018,Arizona,2018AZSinema,50.0,716,-36,336.0,Fox News/Beacon Research/Shaw & Co. Research,0,1,-4.106799945,1
2018,Arizona,2018AZMcSally,47.6,716,-36,322.0,Fox News/Beacon Research/Shaw & Co. Research,1,0,-4.106799945,1
2018,Arizona,2018AZSinema,50.0,806,-36,362.0,Fox News/Beacon Research/Shaw & Co. Research,0,1,-4.106799945,1
2018,Arizona,2018AZMcSally,47.6,806,-36,354.0,Fox News/Beacon Research/Shaw & Co. Research,1,0,-4.106799945,1
2018,Tennessee,2018TNBredesen,43.9,666,-36,286.0,Fox News/Beacon Research/Shaw & Co. Research,0,1,-14.12184488,1
2018,Tennessee,2018TNBlackburn,54.7,666,-36,319.0,Fox News/Beacon Research/Shaw & Co. Research,1,0,-14.12184488,1
2018,Tennessee,2018TNBredesen,43.9,806,-36,330.0,Fox News/Beacon Research/Shaw & Co. Research,0,1,-14.12184488,1
2018,Tennessee,2018TNBlackburn,54.7,806,-36,378.0,Fox News/Beacon Research/Shaw & Co. Research,1,0,-14.12184488,1
2018,Indiana,2018INDonnelly,45.0,695,-36,298.0,Fox News/Beacon Research/Shaw & Co. Research,0,1,-8.112056678,1
2018,Indiana,2018INBraun,50.9,695,-36,284.0,Fox News/Beacon Research/Shaw & Co. Research,1,0,-8.112056678,1
2018,Indiana,2018INDonnelly,45.0,806,-36,330.0,Fox News/Beacon Research/Shaw & Co. Research,0,1,-8.112056678,1
2018,Indiana,2018INBraun,50.9,806,-36,322.0,Fox News/Beacon Research/Shaw & Co. Research,1,0,-8.112056678,1
2018,Missouri,2018MOMcCaskill,45.6,683,-36,293.0,Fox News/Beacon Research/Shaw & Co. Research,0,1,-6.881433406,1
2018,Missouri,2018MOHawley,51.4,683,-36,293.0,Fox News/Beacon Research/Shaw & Co. Research,1,0,-6.881433406,1
2018,Missouri,2018MOMcCaskill,45.6,805,-36,330.0,Fox News/Beacon Research/Shaw & Co. Research,0,1,-6.881433406,1
2018,Missouri,2018MOHawley,51.4,805,-36,330.0,Fox News/Beacon Research/Shaw & Co. Research,1,0,-6.881433406,1
2018,Missouri,2018MOMcCaskill,45.6,683,-36,314.0,Fox News/Beacon Research/Shaw & Co. Research,0,1,-6.881433406,1
2018,Missouri,2018MOHawley,51.4,683,-36,314.0,Fox News/Beacon Research/Shaw & Co. Research,1,0,-6.881433406,1
2018,Missouri,2018MOMcCaskill,45.6,805,-36,354.0,Fox News/Beacon Research/Shaw & Co. Research,0,1,-6.881433406,1
2018,Missouri,2018MOHawley,51.4,805,-36,354.0,Fox News/Beacon Research/Shaw & Co. Research,1,0,-6.881433406,1
2018,North Dakota,2018NDHeitkamp,45.5,704,-36,288.0,Fox News/Beacon Research/Shaw & Co. Research,0,1,-15.10961444,1
2018,North Dakota,2018NDCramer,55.5,704,-36,373.0,Fox News/Beacon Research/Shaw & Co. Research,1,0,-15.10961444,1
2018,North Dakota,2018NDHeitkamp,45.5,801,-36,328.0,Fox News/Beacon Research/Shaw & Co. Research,0,1,-15.10961444,1
2018,North Dakota,2018NDCramer,55.5,801,-36,400.0,Fox News/Beacon Research/Shaw & Co. Research,1,0,-15.10961444,1
2018,Missouri,2018MOMcCaskill,45.6,600,-36,264.0,McLaughlin & Associates,0,1,-6.881433406,1
2018,Missouri,2018MOHawley,51.4,600,-36,312.0,McLaughlin & Associates,1,0,-6.881433406,1
2018,New Jersey,2018NJMenendez,54.0,1058,-36,560.0,Quinnipiac University,0,1,5.440680607000001,1
2018,New Jersey,2018NJHugin,42.8,1058,-36,444.0,Quinnipiac University,1,0,5.440680607000001,0
2018,Nevada,2018NVRosen,50.4,513,-36,225.0,Kaiser Family Foundation,0,1,0.039999588,1
2018,Nevada,2018NVHeller,45.4,513,-36,230.0,Kaiser Family Foundation,1,0,0.039999588,1
2018,Florida,2018FLNelson,49.9,522,-36,250.0,Kaiser Family Foundation,0,1,-1.790610365,1
2018,Florida,2018FLScott,50.1,522,-36,234.0,Kaiser Family Foundation,1,0,-1.790610365,1
2018,New Jersey,2018NJMenendez,54.0,794,-37,412.0,Vox Populi Polling,0,1,5.440680607000001,1
2018,New Jersey,2018NJHugin,42.8,794,-37,381.0,Vox Populi Polling,1,0,5.440680607000001,0
2018,Arizona,2018AZSinema,50.0,702,-37,343.0,Vox Populi Polling,0,1,-4.106799945,1
2018,Arizona,2018AZMcSally,47.6,702,-37,365.0,Vox Populi Polling,1,0,-4.106799945,1
2018,Missouri,2018MOMcCaskill,45.6,869,-37,425.0,Vox Populi Polling,0,1,-6.881433406,1
2018,Missouri,2018MOHawley,51.4,869,-37,443.0,Vox Populi Polling,1,0,-6.881433406,1
2018,Florida,2018FLNelson,49.9,2313,-38,1096.0,St. Pete Polls,0,1,-1.790610365,1
2018,Florida,2018FLScott,50.1,2313,-38,1080.0,St. Pete Polls,1,0,-1.790610365,1
2018,Florida,2018FLNelson,49.9,779,-38,373.0,Public Policy Polling,0,1,-1.790610365,1
2018,Florida,2018FLScott,50.1,779,-38,342.0,Public Policy Polling,1,0,-1.790610365,1
2018,Arizona,2018AZSinema,50.0,500,-38,223.0,Suffolk University,0,1,-4.106799945,1
2018,Arizona,2018AZMcSally,47.6,500,-38,208.0,Suffolk University,1,0,-4.106799945,1
2018,Maine,2018MERingelstein,10.4,750,-38,60.0,Self-Made Insights,0,1,1.414830868,0
2018,Maine,2018MEBrakey,35.2,750,-38,270.0,Self-Made Insights,1,0,1.414830868,1
2018,Maine,2018MEKing,54.3,750,-38,352.0,Self-Made Insights,1,0,1.414830868,1
2018,New Jersey,2018NJMenendez,54.0,746,-38,276.0,Fairleigh Dickinson University (PublicMind),0,1,5.440680607000001,1
2018,New Jersey,2018NJHugin,42.8,746,-38,238.0,Fairleigh Dickinson University (PublicMind),1,0,5.440680607000001,0
2018,New Jersey,2018NJMenendez,54.0,508,-38,218.0,Fairleigh Dickinson University (PublicMind),0,1,5.440680607000001,1
2018,New Jersey,2018NJHugin,42.8,508,-38,187.0,Fairleigh Dickinson University (PublicMind),1,0,5.440680607000001,0
2018,Florida,2018FLNelson,49.9,800,-38,360.0,Strategic Research Associates,0,1,-1.790610365,1
2018,Florida,2018FLScott,50.1,800,-38,352.0,Strategic Research Associates,1,0,-1.790610365,1
2018,Nevada,2018NVRosen,50.4,693,-39,325.0,SSRS,0,1,0.039999588,1
2018,Nevada,2018NVHeller,45.4,693,-39,297.0,SSRS,1,0,0.039999588,1
2018,Nevada,2018NVRosen,50.4,851,-39,365.0,SSRS,0,1,0.039999588,1
2018,Nevada,2018NVHeller,45.4,851,-39,340.0,SSRS,1,0,0.039999588,1
2018,Missouri,2018MOMcCaskill,45.6,906,-39,389.0,SSRS,0,1,-6.881433406,1
2018,Missouri,2018MOHawley,51.4,906,-39,380.0,SSRS,1,0,-6.881433406,1
2018,Missouri,2018MOMcCaskill,45.6,756,-39,355.0,SSRS,0,1,-6.881433406,1
2018,Missouri,2018MOHawley,51.4,756,-39,332.0,SSRS,1,0,-6.881433406,1
2018,Montana,2018MTTester,50.3,594,-40,291.0,Public Policy Polling,0,1,-8.652566712,1
2018,Montana,2018MTRosendale,46.8,594,-40,267.0,Public Policy Polling,1,0,-8.652566712,1
2018,Missouri,2018MOMcCaskill,45.6,1555,-41,715.0,Remington Research Group,0,1,-6.881433406,1
2018,Missouri,2018MOHawley,51.4,1555,-41,746.0,Remington Research Group,1,0,-6.881433406,1
2018,Florida,2018FLNelson,49.9,815,-41,383.0,Mason-Dixon Polling & Research Inc.,0,1,-1.790610365,1
2018,Florida,2018FLScott,50.1,815,-41,374.0,Mason-Dixon Polling & Research Inc.,1,0,-1.790610365,1
2018,New York,2018NYGillibrand,67.0,701,-41,427.0,Siena College,0,1,9.796951795,1
2018,New York,2018NYFarley,33.0,701,-41,203.0,Siena College,1,0,9.796951795,0
2018,New Jersey,2018NJMenendez,54.0,531,-41,240.0,Stockton University,0,1,5.440680607000001,1
2018,New Jersey,2018NJHugin,42.8,531,-41,230.0,Stockton University,1,0,5.440680607000001,0
2018,North Dakota,2018NDHeitkamp,45.5,650,-41,266.0,Strategic Research Associates,0,1,-15.10961444,1
2018,North Dakota,2018NDCramer,55.5,650,-41,331.0,Strategic Research Associates,1,0,-15.10961444,1
2018,Vermont,2018VTZupan,27.5,406,-42,81.0,Tulchin Research,1,0,11.29981845,0
2018,Vermont,2018VTSanders,67.4,406,-42,304.0,Tulchin Research,1,0,11.29981845,1
2018,West Virginia,2018WVManchin,49.6,650,-42,299.0,Strategic Research Associates,0,1,-13.38955503,1
2018,West Virginia,2018WVMorrisey,46.3,650,-42,247.0,Strategic Research Associates,1,0,-13.38955503,1
2018,West Virginia,2018WVManchin,49.6,500,-43,225.0,1892 Polling,0,1,-13.38955503,1
2018,West Virginia,2018WVMorrisey,46.3,500,-43,225.0,1892 Polling,1,0,-13.38955503,1
2018,West Virginia,2018WVManchin,49.6,612,-43,287.0,Tarrance Group,0,1,-13.38955503,1
2018,West Virginia,2018WVMorrisey,46.3,612,-43,263.0,Tarrance Group,1,0,-13.38955503,1
2018,Tennessee,2018TNBredesen,43.9,600,-43,282.0,Garin-Hart-Yang Research Group,0,1,-14.12184488,1
2018,Tennessee,2018TNBlackburn,54.7,600,-43,270.0,Garin-Hart-Yang Research Group,1,0,-14.12184488,1
2018,Michigan,2018MIStabenow,52.3,600,-43,336.0,EPIC-MRA,0,1,0.110617903,1
2018,Michigan,2018MIJames,45.8,600,-43,198.0,EPIC-MRA,1,0,0.110617903,0
2018,Arizona,2018AZSinema,50.0,463,-43,217.0,Latino Decisions,0,1,-4.106799945,1
2018,Arizona,2018AZMcSally,47.6,463,-43,189.0,Latino Decisions,1,0,-4.106799945,1
2018,Arizona,2018AZSinema,50.0,610,-43,262.0,Latino Decisions,0,1,-4.106799945,1
2018,Arizona,2018AZMcSally,47.6,610,-43,225.0,Latino Decisions,1,0,-4.106799945,1
2018,Florida,2018FLNelson,49.9,888,-44,470.0,Quinnipiac University,0,1,-1.790610365,1
2018,Florida,2018FLScott,50.1,888,-44,408.0,Quinnipiac University,1,0,-1.790610365,1
2018,New Mexico,2018NMHeinrich,54.1,932,-44,332.0,NSON,0,1,2.403798731,1
2018,New Mexico,2018NMRich,30.5,932,-44,93.0,NSON,1,0,2.403798731,0
2018,New Mexico,2018NMJohnson,15.4,932,-44,262.0,NSON,1,0,2.403798731,1
2018,Florida,2018FLNelson,49.9,622,-44,298.0,Cherry Communications,0,1,-1.790610365,1
2018,Florida,2018FLScott,50.1,622,-44,286.0,Cherry Communications,1,0,-1.790610365,1
2018,Tennessee,2018TNBredesen,43.9,1609,-44,675.0,SurveyMonkey,0,1,-14.12184488,1
2018,Tennessee,2018TNBlackburn,54.7,1609,-44,675.0,SurveyMonkey,1,0,-14.12184488,1
2018,Mississippi,2018MSBaria,39.5,985,-44,285.0,SurveyMonkey,0,1,-7.954178646,1
2018,Mississippi,2018MSWicker,58.5,985,-44,423.0,SurveyMonkey,1,0,-7.954178646,1
2018,West Virginia,2018WVManchin,49.6,601,-45,288.0,Global Strategy Group,0,1,-13.38955503,1
2018,West Virginia,2018WVMorrisey,46.3,601,-45,216.0,Global Strategy Group,1,0,-13.38955503,1
2018,Pennsylvania,2018PACasey,55.7,545,-45,261.0,Franklin & Marshall College,0,1,0.390350973,1
2018,Pennsylvania,2018PABarletta,42.6,545,-45,163.0,Franklin & Marshall College,1,0,0.390350973,1
2018,Pennsylvania,2018PACasey,55.7,204,-45,102.0,Franklin & Marshall College,0,1,0.390350973,1
2018,Pennsylvania,2018PABarletta,42.6,204,-45,67.0,Franklin & Marshall College,1,0,0.390350973,1
2018,Montana,2018MTTester,50.3,710,-46,347.0,Gravis Marketing,0,1,-8.652566712,1
2018,Montana,2018MTRosendale,46.8,710,-46,319.0,Gravis Marketing,1,0,-8.652566712,1
2018,Arizona,2018AZSinema,50.0,650,-47,289.0,Emerson College,0,1,-4.106799945,1
2018,Arizona,2018AZMcSally,47.6,650,-47,253.0,Emerson College,1,0,-4.106799945,1
2018,Massachusetts,2018MAWarren,60.4,506,-47,283.0,MassINC Polling Group,0,1,10.77644895,1
2018,Massachusetts,2018MADiehl,36.2,506,-47,151.0,MassINC Polling Group,1,0,10.77644895,1
2018,Michigan,2018MIStabenow,52.3,1150,-47,629.0,Ipsos,0,1,0.110617903,1
2018,Michigan,2018MIJames,45.8,1150,-47,407.0,Ipsos,1,0,0.110617903,0
2018,Michigan,2018MIStabenow,52.3,2000,-47,880.0,Ipsos,0,1,0.110617903,1
2018,Michigan,2018MIJames,45.8,2000,-47,540.0,Ipsos,1,0,0.110617903,0
2018,Wisconsin,2018WIBaldwin,55.4,1109,-47,576.0,Ipsos,0,1,-1.482069759,1
2018,Wisconsin,2018WIVukmir,44.6,1109,-47,432.0,Ipsos,1,0,-1.482069759,1
2018,Wisconsin,2018WIBaldwin,55.4,2000,-47,840.0,Ipsos,0,1,-1.482069759,1
2018,Wisconsin,2018WIVukmir,44.6,2000,-47,600.0,Ipsos,1,0,-1.482069759,1
2018,Texas,2018TXO'Rourke,48.3,613,-48,275.0,Public Policy Polling,0,1,-7.023984994,1
2018,Texas,2018TXCruz,50.9,613,-48,294.0,Public Policy Polling,1,0,-7.023984994,1
2018,Texas,2018TXO'Rourke,48.3,603,-48,277.0,Public Policy Polling,0,1,-7.023984994,1
2018,Texas,2018TXCruz,50.9,603,-48,295.0,Public Policy Polling,1,0,-7.023984994,1
2018,Ohio,2018OHBrown,53.4,1003,-48,526.0,Triton Polling & Research,0,1,-4.171365879,1
2018,Ohio,2018OHRenacci,46.6,1003,-48,424.0,Triton Polling & Research,1,0,-4.171365879,1
2018,Arizona,2018AZSinema,50.0,763,-48,358.0,Marist College,0,1,-4.106799945,1
2018,Arizona,2018AZMcSally,47.6,763,-48,335.0,Marist College,1,0,-4.106799945,1
2018,Arizona,2018AZSinema,50.0,763,-48,335.0,Marist College,0,1,-4.106799945,1
2018,Arizona,2018AZMcSally,47.6,763,-48,312.0,Marist College,1,0,-4.106799945,1
2018,Arizona,2018AZSinema,50.0,564,-48,270.0,Marist College,0,1,-4.106799945,1
2018,Arizona,2018AZMcSally,47.6,564,-48,253.0,Marist College,1,0,-4.106799945,1
2018,Arizona,2018AZSinema,50.0,564,-48,253.0,Marist College,0,1,-4.106799945,1
2018,Arizona,2018AZMcSally,47.6,564,-48,242.0,Marist College,1,0,-4.106799945,1
2018,Florida,2018FLNelson,49.9,829,-48,397.0,Marist College,0,1,-1.790610365,1
2018,Florida,2018FLScott,50.1,829,-48,356.0,Marist College,1,0,-1.790610365,1
2018,Florida,2018FLNelson,49.9,600,-48,288.0,Marist College,0,1,-1.790610365,1
2018,Florida,2018FLScott,50.1,600,-48,270.0,Marist College,1,0,-1.790610365,1
2018,Ohio,2018OHBrown,53.4,796,-48,413.0,Marist College,0,1,-4.171365879,1
2018,Ohio,2018OHRenacci,46.6,796,-48,310.0,Marist College,1,0,-4.171365879,1
2018,Ohio,2018OHBrown,53.4,564,-48,293.0,Marist College,0,1,-4.171365879,1
2018,Ohio,2018OHRenacci,46.6,564,-48,219.0,Marist College,1,0,-4.171365879,1
2018,Ohio,2018OHBrown,53.4,796,-48,390.0,Marist College,0,1,-4.171365879,1
2018,Ohio,2018OHRenacci,46.6,796,-48,262.0,Marist College,1,0,-4.171365879,1
2018,Ohio,2018OHBrown,53.4,564,-48,276.0,Marist College,0,1,-4.171365879,1
2018,Ohio,2018OHRenacci,46.6,564,-48,197.0,Marist College,1,0,-4.171365879,1
2018,Ohio,2018OHBrown,53.4,1074,-48,531.0,Ipsos,0,1,-4.171365879,1
2018,Ohio,2018OHRenacci,46.6,1074,-48,422.0,Ipsos,1,0,-4.171365879,1
2018,Ohio,2018OHBrown,53.4,2000,-48,780.0,Ipsos,0,1,-4.171365879,1
2018,Ohio,2018OHRenacci,46.6,2000,-48,620.0,Ipsos,1,0,-4.171365879,1
2018,Montana,2018MTTester,50.3,480,-49,211.0,Axis Research,0,1,-8.652566712,1
2018,Montana,2018MTRosendale,46.8,480,-49,211.0,Axis Research,1,0,-8.652566712,1
2018,Florida,2018FLNelson,49.9,603,-49,271.0,University of North Florida,0,1,-1.790610365,1
2018,Florida,2018FLScott,50.1,603,-49,271.0,University of North Florida,1,0,-1.790610365,1
2018,Pennsylvania,2018PACasey,55.7,404,-49,214.0,Muhlenberg College,0,1,0.390350973,1
2018,Pennsylvania,2018PABarletta,42.6,404,-49,141.0,Muhlenberg College,1,0,0.390350973,1
2018,Pennsylvania,2018PACasey,55.7,1080,-49,568.0,Ipsos,0,1,0.390350973,1
2018,Pennsylvania,2018PABarletta,42.6,1080,-49,399.0,Ipsos,1,0,0.390350973,1
2018,Pennsylvania,2018PACasey,55.7,2000,-49,840.0,Ipsos,0,1,0.390350973,1
2018,Pennsylvania,2018PABarletta,42.6,2000,-49,560.0,Ipsos,1,0,0.390350973,1
2018,Indiana,2018INDonnelly,45.0,1181,-49,538.0,Ipsos,0,1,-8.112056678,1
2018,Indiana,2018INBraun,50.9,1181,-49,512.0,Ipsos,1,0,-8.112056678,1
2018,Indiana,2018INDonnelly,45.0,2000,-49,680.0,Ipsos,0,1,-8.112056678,1
2018,Indiana,2018INBraun,50.9,2000,-49,680.0,Ipsos,1,0,-8.112056678,1
2018,Texas,2018TXO'Rourke,48.3,508,-50,254.0,Vox Populi Polling,0,1,-7.023984994,1
2018,Texas,2018TXCruz,50.9,508,-50,254.0,Vox Populi Polling,1,0,-7.023984994,1
2018,Tennessee,2018TNBredesen,43.9,567,-50,289.0,Vox Populi Polling,0,1,-14.12184488,1
2018,Tennessee,2018TNBlackburn,54.7,567,-50,277.0,Vox Populi Polling,1,0,-14.12184488,1
2018,California,2018CAFeinstein,54.2,500,-50,275.0,Vox Populi Polling,0,1,10.76322564,1
2018,California,2018CAde Leon,45.8,500,-50,225.0,Vox Populi Polling,0,1,10.76322564,1
2018,California,2018CAFeinstein,54.2,964,-50,385.0,Public Policy Institute of California,0,1,10.76322564,1
2018,California,2018CAde Leon,45.8,964,-50,279.0,Public Policy Institute of California,0,1,10.76322564,1
2018,New Mexico,2018NMHeinrich,54.1,900,-51,342.0,In Lux Research,0,1,2.403798731,1
2018,New Mexico,2018NMRich,30.5,900,-51,90.0,In Lux Research,1,0,2.403798731,0
2018,New Mexico,2018NMJohnson,15.4,900,-51,252.0,In Lux Research,1,0,2.403798731,1
2018,Rhode Island,2018RIWhitehouse,61.6,420,-51,226.0,Fleming & Associates,0,1,8.381222974,1
2018,Rhode Island,2018RIFlanders,38.4,420,-51,147.0,Fleming & Associates,1,0,8.381222974,0
2018,Massachusetts,2018MAWarren,60.4,500,-51,269.0,Suffolk University,0,1,10.77644895,1
2018,Massachusetts,2018MADiehl,36.2,500,-51,122.0,Suffolk University,1,0,10.77644895,1
2018,Texas,2018TXO'Rourke,48.3,807,-51,363.0,Quinnipiac University,0,1,-7.023984994,1
2018,Texas,2018TXCruz,50.9,807,-51,435.0,Quinnipiac University,1,0,-7.023984994,1
2018,Delaware,2018DECarper,60.0,728,-51,444.0,University of Delaware,0,1,5.995207379,1
2018,Delaware,2018DEArlett,37.8,728,-51,174.0,University of Delaware,1,0,5.995207379,1
2018,Delaware,2018DECarper,60.0,908,-51,544.0,University of Delaware,0,1,5.995207379,1
2018,Delaware,2018DEArlett,37.8,908,-51,199.0,University of Delaware,1,0,5.995207379,1
2018,Nevada,2018NVRosen,50.4,1039,-51,446.0,Ipsos,0,1,0.039999588,1
2018,Nevada,2018NVHeller,45.4,1039,-51,477.0,Ipsos,1,0,0.039999588,1
2018,Nevada,2018NVRosen,50.4,1914,-51,650.0,Ipsos,0,1,0.039999588,1
2018,Nevada,2018NVHeller,45.4,1914,-51,631.0,Ipsos,1,0,0.039999588,1
2018,Florida,2018FLNelson,49.9,850,-52,348.0,Florida Atlantic University,0,1,-1.790610365,1
2018,Florida,2018FLScott,50.1,850,-52,357.0,Florida Atlantic University,1,0,-1.790610365,1
2018,Wisconsin,2018WIBaldwin,55.4,614,-52,325.0,Marquette University Law School,0,1,-1.482069759,1
2018,Wisconsin,2018WIVukmir,44.6,614,-52,257.0,Marquette University Law School,1,0,-1.482069759,1
2018,Wisconsin,2018WIBaldwin,55.4,800,-52,416.0,Marquette University Law School,0,1,-1.482069759,1
