Var1,cycle,state,Candidateidentifier,Percentage_of_Vote_won_x,samplesize,daysLeft,numberSupport,pollster,Republican,Democrat,pollsteridx
14377,2018,Missouri,2018MOMcCaskill,45.6,1724,-55,758,"Trafalgar Group",0,1,1
14378,2018,Missouri,2018MOHawley,51.4,1724,-55,810,"Trafalgar Group",1,0,1
14379,2018,Arizona,2018AZSinema,50,800,-55,408,"TargetSmart",0,1,1
14380,2018,Arizona,2018AZMcSally,47.6,800,-55,368,"TargetSmart",1,0,1
14381,2018,New Mexico,2018NMHeinrich,54.1,966,-55,454,"Research & Polling Inc.",0,1,1
14382,2018,New Mexico,2018NMRich,30.5,966,-55,251,"Research & Polling Inc.",1,0,1
14383,2018,New Mexico,2018NMJohnson,15.4,966,-55,154,"Research & Polling Inc.",1,0,1
14384,2018,Nevada,2018NVRosen,50.4,700,-56,329,"Gravis Marketing",0,1,1
14385,2018,Nevada,2018NVHeller,45.4,700,-56,315,"Gravis Marketing",1,0,1
14386,2018,Texas,2018TXO'Rourke,48.3,1161,-56,527,"Chism Strategies",0,1,1
14387,2018,Texas,2018TXCruz,50.9,1161,-56,573,"Chism Strategies",1,0,1
14388,2018,Minnesota,2018MNKlobuchar,60.3,800,-56,480,"Mason-Dixon Polling & Research Inc.",0,1,1
14389,2018,Minnesota,2018MNNewberger,36.2,800,-56,240,"Mason-Dixon Polling & Research Inc.",1,0,1
14390,2018,Tennessee,2018TNBredesen,43.9,1038,-56,467,"Triton Polling & Research",0,1,1
14391,2018,Tennessee,2018TNBlackburn,54.7,1038,-56,501,"Triton Polling & Research",1,0,1
14392,2018,Florida,2018FLNelson,50.1,1000,-56,446,"Ipsos",0,1,1
14393,2018,Florida,2018FLScott,49.9,1000,-56,460,"Ipsos",1,0,1
14394,2018,Florida,2018FLNelson,50.1,2015,-56,725,"Ipsos",0,1,1
14395,2018,Florida,2018FLScott,49.9,2015,-56,765,"Ipsos",1,0,1
14396,2018,Florida,2018FLNelson,50.1,800,-57,360,"Rasmussen Reports/Pulse Opinion Research",0,1,1
14397,2018,Florida,2018FLScott,49.9,800,-57,352,"Rasmussen Reports/Pulse Opinion Research",1,0,1
14398,2018,Arizona,2018AZSinema,50,710,-57,333,"Fox News/Beacon Research/Shaw & Co. Research",0,1,1
14399,2018,Arizona,2018AZMcSally,47.6,710,-57,312,"Fox News/Beacon Research/Shaw & Co. Research",1,0,1
14400,2018,Arizona,2018AZSinema,50,801,-57,368,"Fox News/Beacon Research/Shaw & Co. Research",0,1,1
14401,2018,Arizona,2018AZMcSally,47.6,801,-57,336,"Fox News/Beacon Research/Shaw & Co. Research",1,0,1
14402,2018,Tennessee,2018TNBredesen,43.9,686,-57,301,"Fox News/Beacon Research/Shaw & Co. Research",0,1,1
14403,2018,Tennessee,2018TNBlackburn,54.7,686,-57,322,"Fox News/Beacon Research/Shaw & Co. Research",1,0,1
14404,2018,Tennessee,2018TNBredesen,43.9,809,-57,347,"Fox News/Beacon Research/Shaw & Co. Research",0,1,1
14405,2018,Tennessee,2018TNBlackburn,54.7,809,-57,364,"Fox News/Beacon Research/Shaw & Co. Research",1,0,1
14406,2018,North Dakota,2018NDHeitkamp,55.5,701,-57,308,"Fox News/Beacon Research/Shaw & Co. Research",0,1,1
14407,2018,North Dakota,2018NDCramer,44.5,701,-57,336,"Fox News/Beacon Research/Shaw & Co. Research",1,0,1
14408,2018,North Dakota,2018NDHeitkamp,55.5,804,-57,337,"Fox News/Beacon Research/Shaw & Co. Research",0,1,1
14409,2018,North Dakota,2018NDCramer,44.5,804,-57,377,"Fox News/Beacon Research/Shaw & Co. Research",1,0,1
14410,2018,Indiana,2018INDonnelly,45,677,-57,291,"Fox News/Beacon Research/Shaw & Co. Research",0,1,1
14411,2018,Indiana,2018INBraun,50.9,677,-57,304,"Fox News/Beacon Research/Shaw & Co. Research",1,0,1
14412,2018,Indiana,2018INDonnelly,45,804,-57,337,"Fox News/Beacon Research/Shaw & Co. Research",0,1,1
14413,2018,Indiana,2018INBraun,50.9,804,-57,329,"Fox News/Beacon Research/Shaw & Co. Research",1,0,1
14414,2018,Missouri,2018MOMcCaskill,45.6,675,-57,303,"Fox News/Beacon Research/Shaw & Co. Research",0,1,1
14415,2018,Missouri,2018MOHawley,51.4,675,-57,303,"Fox News/Beacon Research/Shaw & Co. Research",1,0,1
14416,2018,Missouri,2018MOMcCaskill,45.6,808,-57,339,"Fox News/Beacon Research/Shaw & Co. Research",0,1,1
14417,2018,Missouri,2018MOHawley,51.4,808,-57,347,"Fox News/Beacon Research/Shaw & Co. Research",1,0,1
14418,2018,Missouri,2018MOMcCaskill,45.6,675,-57,297,"Fox News/Beacon Research/Shaw & Co. Research",0,1,1
14419,2018,Missouri,2018MOHawley,51.4,675,-57,276,"Fox News/Beacon Research/Shaw & Co. Research",1,0,1
14420,2018,Missouri,2018MOMcCaskill,45.6,808,-57,331,"Fox News/Beacon Research/Shaw & Co. Research",0,1,1
14421,2018,Missouri,2018MOHawley,51.4,808,-57,315,"Fox News/Beacon Research/Shaw & Co. Research",1,0,1
14422,2018,Ohio,2018OHBrown,53.4,1592,-57,748,"Morning Consult",0,1,1
14423,2018,Ohio,2018OHRenacci,46.6,1592,-57,493,"Morning Consult",1,0,1
14424,2018,Nevada,2018NVRosen,50.4,500,-58,208,"Suffolk University",0,1,1
14425,2018,Nevada,2018NVHeller,45.4,500,-58,206,"Suffolk University",1,0,1
14426,2018,Michigan,2018MIStabenow,52.3,1000,-59,530,"Strategic National",0,1,1
14427,2018,Michigan,2018MIJames,45.8,1000,-59,350,"Strategic National",1,0,1
14428,2018,Florida,2018FLNelson,50.1,634,-59,278,"SurveyUSA",0,1,1
14429,2018,Florida,2018FLScott,49.9,634,-59,291,"SurveyUSA",1,0,1
14430,2018,Texas,2018TXO'Rourke,48.3,800,-59,352,"Rasmussen Reports/Pulse Opinion Research",0,1,1
14431,2018,Texas,2018TXCruz,50.9,800,-59,376,"Rasmussen Reports/Pulse Opinion Research",1,0,1
14432,2018,Virginia,2018VAKaine,57.1,704,-59,359,"SSRS",0,1,1
14433,2018,Virginia,2018VAStewart,41.1,704,-59,232,"SSRS",1,0,1
14434,2018,Virginia,2018VAKaine,57.1,512,-59,266,"SSRS",0,1,1
14435,2018,Virginia,2018VAStewart,41.1,512,-59,184,"SSRS",1,0,1
14436,2018,Virginia,2018VAKaine,57.1,801,-59,392,"SSRS",0,1,1
14437,2018,Virginia,2018VAStewart,41.1,801,-59,240,"SSRS",1,0,1
14438,2018,Minnesota,2018MNKlobuchar,60.3,574,-60,304,"SurveyUSA",0,1,1
14439,2018,Minnesota,2018MNNewberger,36.2,574,-60,218,"SurveyUSA",1,0,1
14440,2018,Texas,2018TXO'Rourke,48.3,519,-61,216,"Dixie Strategies",0,1,1
14441,2018,Texas,2018TXCruz,50.9,519,-61,238,"Dixie Strategies",1,0,1
14442,2018,Arizona,2018AZSinema,50,882,-61,423,"Gravis Marketing",0,1,1
14443,2018,Arizona,2018AZMcSally,47.6,882,-61,432,"Gravis Marketing",1,0,1
14444,2018,Michigan,2018MIStabenow,52.3,600,-61,333,"Glengariff Group Inc.",0,1,1
14445,2018,Michigan,2018MIJames,45.8,600,-61,195,"Glengariff Group Inc.",1,0,1
14446,2018,Arizona,2018AZSinema,50,597,-62,271,"OH Predictive Insights/MBQF",0,1,1
14447,2018,Arizona,2018AZMcSally,47.6,597,-62,290,"OH Predictive Insights/MBQF",1,0,1
14448,2018,Arizona,2018AZSinema,50,550,-62,253,"Data Orbital",0,1,1
14449,2018,Arizona,2018AZMcSally,47.6,550,-62,229,"Data Orbital",1,0,1
14450,2018,Ohio,2018OHBrown,53.4,822,-64,379,"Change Research",0,1,1
14451,2018,Ohio,2018OHRenacci,46.6,822,-64,343,"Change Research",1,0,1
14452,2018,Florida,2018FLNelson,50.1,785,-65,384,"Quinnipiac University",0,1,1
14453,2018,Florida,2018FLScott,49.9,785,-65,384,"Quinnipiac University",1,0,1
14454,2018,California,2018CAFeinstein,54.2,900,-66,335,"Probolsky Research",0,1,1
14455,2018,California,2018CAde Leon,45.8,900,-66,262,"Probolsky Research",0,1,1
14456,2018,Utah,2018UTWilson,30.9,809,-68,234,"Dan Jones & Associates",0,1,1
14457,2018,Utah,2018UTRomney,62.6,809,-68,444,"Dan Jones & Associates",1,0,1
14458,2018,Montana,2018MTTester,50.3,466,-68,260,"University of Montana",0,1,1
14459,2018,Montana,2018MTRosendale,46.8,466,-68,149,"University of Montana",1,0,1
14460,2018,Florida,2018FLNelson,50.1,743,-69,341,"Public Policy Polling",0,1,1
14461,2018,Florida,2018FLScott,49.9,743,-69,334,"Public Policy Polling",1,0,1
14462,2018,Florida,2018FLNelson,50.1,1755,-69,831,"St. Pete Polls",0,1,1
14463,2018,Florida,2018FLScott,49.9,1755,-69,830,"St. Pete Polls",1,0,1
14464,2018,Florida,2018FLNelson,50.1,1225,-69,575,"Gravis Marketing",0,1,1
14465,2018,Florida,2018FLScott,49.9,1225,-69,575,"Gravis Marketing",1,0,1
14466,2018,New York,2018NYGillibrand,67,2783,-69,1419,"Liberty Opinion Research",0,1,1
14467,2018,New York,2018NYFarley,33,2783,-69,1001,"Liberty Opinion Research",1,0,1
14468,2018,Indiana,2018INDonnelly,45,816,-70,350,"Marist College",0,1,1
14469,2018,Indiana,2018INBraun,50.9,816,-70,326,"Marist College",1,0,1
14470,2018,Indiana,2018INDonnelly,45,576,-70,253,"Marist College",0,1,1
14471,2018,Indiana,2018INBraun,50.9,576,-70,236,"Marist College",1,0,1
14472,2018,Indiana,2018INDonnelly,45,816,-70,391,"Marist College",0,1,1
14473,2018,Indiana,2018INBraun,50.9,816,-70,342,"Marist College",1,0,1
14474,2018,Indiana,2018INDonnelly,45,576,-70,282,"Marist College",0,1,1
14475,2018,Indiana,2018INBraun,50.9,576,-70,247,"Marist College",1,0,1
14476,2018,Missouri,2018MOMcCaskill,45.6,568,-71,266,"Marist College",0,1,1
14477,2018,Missouri,2018MOHawley,51.4,568,-71,266,"Marist College",1,0,1
14478,2018,Missouri,2018MOMcCaskill,45.6,774,-71,356,"Marist College",0,1,1
14479,2018,Missouri,2018MOHawley,51.4,774,-71,363,"Marist College",1,0,1
14480,2018,Missouri,2018MOMcCaskill,45.6,568,-71,249,"Marist College",0,1,1
14481,2018,Missouri,2018MOHawley,51.4,568,-71,227,"Marist College",1,0,1
14482,2018,Missouri,2018MOMcCaskill,45.6,774,-71,332,"Marist College",0,1,1
14483,2018,Missouri,2018MOHawley,51.4,774,-71,301,"Marist College",1,0,1
14484,2018,Tennessee,2018TNBredesen,43.9,730,-71,350,"Marist College",0,1,1
14485,2018,Tennessee,2018TNBlackburn,54.7,730,-71,321,"Marist College",1,0,1
14486,2018,Tennessee,2018TNBredesen,43.9,538,-71,258,"Marist College",0,1,1
14487,2018,Tennessee,2018TNBlackburn,54.7,538,-71,247,"Marist College",1,0,1
14488,2018,Connecticut,2018CTMurphy,59.5,606,-72,327,"Gravis Marketing",0,1,1
14489,2018,Connecticut,2018CTCorey,39.4,606,-72,224,"Gravis Marketing",1,0,1
14490,2018,Utah,2018UTWilson,30.9,2400,-72,446,"Lighthouse Research",0,1,1
14491,2018,Utah,2018UTRomney,62.6,2400,-72,1406,"Lighthouse Research",1,0,1
14492,2018,West Virginia,2018WVManchin,49.6,600,-73,282,"Harper Polling",0,1,1
14493,2018,West Virginia,2018WVMorrisey,46.3,600,-73,246,"Harper Polling",1,0,1
14494,2018,Pennsylvania,2018PACasey,55.7,511,-73,245,"Franklin & Marshall College",0,1,1
14495,2018,Pennsylvania,2018PABarletta,42.6,511,-73,148,"Franklin & Marshall College",1,0,1
14496,2018,Pennsylvania,2018PACasey,55.7,222,-73,104,"Franklin & Marshall College",0,1,1
14497,2018,Pennsylvania,2018PABarletta,42.6,222,-73,75,"Franklin & Marshall College",1,0,1
14498,2018,West Virginia,2018WVManchin,49.6,404,-73,185,"Research America Inc.",0,1,1
14499,2018,West Virginia,2018WVMorrisey,46.3,404,-73,153,"Research America Inc.",1,0,1
14500,2018,Texas,2018TXO'Rourke,48.3,550,-74,204,"Emerson College",0,1,1
14501,2018,Texas,2018TXCruz,50.9,550,-74,207,"Emerson College",1,0,1
14502,2018,Virginia,2018VAKaine,57.1,1119,-75,561,"Cygnal",0,1,1
14503,2018,Virginia,2018VAStewart,41.1,1119,-75,511,"Cygnal",1,0,1
14504,2018,Wisconsin,2018WIBaldwin,55.4,500,-75,249,"Suffolk University",0,1,1
14505,2018,Wisconsin,2018WIVukmir,44.6,500,-75,211,"Suffolk University",1,0,1
14506,2018,Montana,2018MTTester,50.3,600,-77,270,"WPA Intelligence (WPAi)",0,1,1
14507,2018,Montana,2018MTRosendale,46.8,600,-77,282,"WPA Intelligence (WPAi)",1,0,1
14508,2018,Nevada,2018NVRosen,50.4,528,-78,253,"Public Policy Polling",0,1,1
14509,2018,Nevada,2018NVHeller,45.4,528,-78,227,"Public Policy Polling",1,0,1
14510,2018,Connecticut,2018CTMurphy,59.5,1029,-78,607,"Quinnipiac University",0,1,1
14511,2018,Connecticut,2018CTCorey,39.4,1029,-78,318,"Quinnipiac University",1,0,1
14512,2018,Minnesota,2018MNKlobuchar,60.3,500,-79,268,"Suffolk University",0,1,1
14513,2018,Minnesota,2018MNNewberger,36.2,500,-79,168,"Suffolk University",1,0,1
14514,2018,Florida,2018FLNelson,50.1,800,-79,312,"Florida Atlantic University",0,1,1
14515,2018,Florida,2018FLScott,49.9,800,-79,360,"Florida Atlantic University",1,0,1
14516,2018,New Jersey,2018NJMenendez,54,908,-79,390,"Quinnipiac University",0,1,1
14517,2018,New Jersey,2018NJHugin,42.8,908,-79,335,"Quinnipiac University",1,0,1
14518,2018,Wisconsin,2018WIBaldwin,55.4,800,-80,408,"Marquette University Law School",0,1,1
14519,2018,Wisconsin,2018WIVukmir,44.6,800,-80,344,"Marquette University Law School",1,0,1
14520,2018,Wisconsin,2018WIBaldwin,55.4,601,-80,294,"Marquette University Law School",0,1,1
14521,2018,Wisconsin,2018WIVukmir,44.6,601,-80,282,"Marquette University Law School",1,0,1
14522,2018,Virginia,2018VAKaine,57.1,512,-80,261,"Roanoke College",0,1,1
14523,2018,Virginia,2018VAStewart,41.1,512,-80,174,"Roanoke College",1,0,1
14524,2018,New Mexico,2018NMHeinrich,54.1,500,-81,194,"Emerson College",0,1,1
14525,2018,New Mexico,2018NMRich,30.5,500,-81,52,"Emerson College",1,0,1
14526,2018,New Mexico,2018NMJohnson,15.4,500,-81,102,"Emerson College",1,0,1
14527,2018,Michigan,2018MIStabenow,52.3,647,-83,329,"Gravis Marketing",0,1,1
14528,2018,Michigan,2018MIJames,45.8,647,-83,226,"Gravis Marketing",1,0,1
14529,2018,Texas,2018TXO'Rourke,48.3,759,-83,341,"Marist College",0,1,1
14530,2018,Texas,2018TXCruz,50.9,759,-83,371,"Marist College",1,0,1
14531,2018,Pennsylvania,2018PACasey,55.7,713,-83,377,"Marist College",0,1,1
14532,2018,Pennsylvania,2018PABarletta,42.6,713,-83,270,"Marist College",1,0,1
14533,2018,Florida,2018FLNelson,50.1,500,-83,179,"Saint Leo University",0,1,1
14534,2018,Florida,2018FLScott,49.9,500,-83,202,"Saint Leo University",1,0,1
14535,2018,New Jersey,2018NJMenendez,54,753,-84,301,"Gravis Marketing",0,1,1
14536,2018,New Jersey,2018NJHugin,42.8,753,-84,225,"Gravis Marketing",1,0,1
14537,2018,Pennsylvania,2018PACasey,55.7,2012,-84,947,"Commonwealth Leaders Fund",0,1,1
14538,2018,Pennsylvania,2018PABarletta,42.6,2012,-84,909,"Commonwealth Leaders Fund",1,0,1
14539,2018,Michigan,2018MIStabenow,52.3,700,-85,350,"Strategic National",0,1,1
14540,2018,Michigan,2018MIJames,45.8,700,-85,245,"Strategic National",1,0,1
14541,2018,Missouri,2018MOMcCaskill,45.6,501,-85,205,"WPA Intelligence (WPAi)",0,1,1
14542,2018,Missouri,2018MOHawley,51.4,501,-85,240,"WPA Intelligence (WPAi)",1,0,1
14543,2018,Michigan,2018MIStabenow,52.3,602,-85,294,"Tarrance Group",0,1,1
14544,2018,Michigan,2018MIJames,45.8,602,-85,228,"Tarrance Group",1,0,1
14545,2018,Tennessee,2018TNBredesen,43.9,620,-88,272,"Gravis Marketing",0,1,1
14546,2018,Tennessee,2018TNBlackburn,54.7,620,-88,297,"Gravis Marketing",1,0,1
14547,2018,Minnesota,2018MNKlobuchar,60.3,500,-88,251,"Emerson College",0,1,1
14548,2018,Minnesota,2018MNNewberger,36.2,500,-88,129,"Emerson College",1,0,1
14549,2018,Missouri,2018MOMcCaskill,45.6,1785,-90,838,"Remington Research Group",0,1,1
14550,2018,Missouri,2018MOHawley,51.4,1785,-90,838,"Remington Research Group",1,0,1
14551,2018,Indiana,2018INDonnelly,45,1420,-92,719,"Trafalgar Group",0,1,1
14552,2018,Indiana,2018INBraun,50.9,1420,-92,548,"Trafalgar Group",1,0,1
14553,2018,Maine,2018MERingelstein,10.4,500,-93,44,"Suffolk University",0,1,1
14554,2018,Maine,2018MEBrakey,35.2,500,-93,125,"Suffolk University",1,0,1
14555,2018,Maine,2018MEKing,54.3,500,-93,258,"Suffolk University",1,0,1
14556,2018,Maine,2018MERingelstein,10.4,500,-93,0,"Suffolk University",0,1,1
14557,2018,Maine,2018MEBrakey,35.2,500,-93,133,"Suffolk University",1,0,1
14558,2018,Maine,2018MEKing,54.3,500,-93,292,"Suffolk University",1,0,1
14559,2018,New Mexico,2018NMHeinrich,54.1,500,-94,240,"GQR Research (GQRR)",0,1,1
14560,2018,New Mexico,2018NMRich,30.5,500,-94,165,"GQR Research (GQRR)",1,0,1
14561,2018,New Mexico,2018NMJohnson,15.4,500,-94,85,"GQR Research (GQRR)",1,0,1
14562,2018,New Mexico,2018NMHeinrich,54.1,800,-94,376,"GBAO",0,1,1
14563,2018,New Mexico,2018NMRich,30.5,800,-94,232,"GBAO",1,0,1
14564,2018,New Mexico,2018NMJohnson,15.4,800,-94,176,"GBAO",1,0,1
14565,2018,New Mexico,2018NMHeinrich,54.1,800,-94,400,"GBAO",0,1,1
14566,2018,New Mexico,2018NMJohnson,15.4,800,-94,304,"GBAO",1,0,1
14567,2018,Texas,2018TXO'Rourke,48.3,797,-97,334,"Public Policy Polling",0,1,1
14568,2018,Texas,2018TXCruz,50.9,797,-97,366,"Public Policy Polling",1,0,1
14569,2018,New Mexico,2018NMHeinrich,54.1,500,-97,205,"Tarrance Group",0,1,1
14570,2018,New Mexico,2018NMRich,30.5,500,-97,170,"Tarrance Group",1,0,1
14571,2018,New Mexico,2018NMJohnson,15.4,500,-97,95,"Tarrance Group",1,0,1
14572,2018,Mississippi,2018MSBaria,39.5,2100,-99,681,"Triumph Campaigns",0,1,1
14573,2018,Mississippi,2018MSWicker,58.5,2100,-99,1118,"Triumph Campaigns",1,0,1
14574,2018,Texas,2018TXO'Rourke,48.3,1118,-99,480,"Quinnipiac University",0,1,1
14575,2018,Texas,2018TXCruz,50.9,1118,-99,547,"Quinnipiac University",1,0,1
14576,2018,Virginia,2018VAKaine,57.1,747,-100,366,"Virginia Commonwealth University",0,1,1
14577,2018,Virginia,2018VAStewart,41.1,747,-100,194,"Virginia Commonwealth University",1,0,1
14578,2018,Nevada,2018NVRosen,50.4,500,-101,200,"Suffolk University",0,1,1
14579,2018,Nevada,2018NVHeller,45.4,500,-101,205,"Suffolk University",1,0,1
14580,2018,Delaware,2018DECarper,60,884,-101,415,"Gravis Marketing",0,1,1
14581,2018,Delaware,2018DEArlett,37.8,884,-101,344,"Gravis Marketing",1,0,1
14582,2018,Wisconsin,2018WIBaldwin,55.4,632,-102,317,"Emerson College",0,1,1
14583,2018,Wisconsin,2018WIVukmir,44.6,632,-102,224,"Emerson College",1,0,1
14584,2018,Arizona,2018AZSinema,50,600,-105,288,"OH Predictive Insights/MBQF",0,1,1
14585,2018,Arizona,2018AZMcSally,47.6,600,-105,264,"OH Predictive Insights/MBQF",1,0,1
14586,2018,Arizona,2018AZSinema,50,600,-105,306,"OH Predictive Insights/MBQF",0,1,1
14587,2018,Arizona,2018AZSinema,50,600,-105,324,"OH Predictive Insights/MBQF",0,1,1
14588,2018,Florida,2018FLNelson,50.1,625,-105,275,"Mason-Dixon Polling & Research Inc.",0,1,1
14589,2018,Florida,2018FLScott,49.9,625,-105,293,"Mason-Dixon Polling & Research Inc.",1,0,1
14590,2018,Texas,2018TXO'Rourke,48.3,806,-105,274,"Texas Lyceum",0,1,1
14591,2018,Texas,2018TXCruz,50.9,806,-105,290,"Texas Lyceum",1,0,1
14592,2018,Texas,2018TXO'Rourke,48.3,441,-105,171,"Texas Lyceum",0,1,1
14593,2018,Texas,2018TXCruz,50.9,441,-105,180,"Texas Lyceum",1,0,1
14594,2018,Florida,2018FLNelson,50.1,800,-109,320,"Florida Atlantic University",0,1,1
14595,2018,Florida,2018FLScott,49.9,800,-109,352,"Florida Atlantic University",1,0,1
14596,2018,Michigan,2018MIStabenow,52.3,600,-109,283,"Emerson College",0,1,1
14597,2018,Michigan,2018MIJames,45.8,600,-109,171,"Emerson College",1,0,1
14598,2018,Michigan,2018MIStabenow,52.3,886,-111,487,"Marist College",0,1,1
14599,2018,Michigan,2018MIJames,45.8,886,-111,327,"Marist College",1,0,1
14600,2018,Wisconsin,2018WIBaldwin,55.4,906,-111,498,"Marist College",0,1,1
14601,2018,Wisconsin,2018WIVukmir,44.6,906,-111,344,"Marist College",1,0,1
14602,2018,California,2018CAFeinstein,54.2,1020,-113,469,"Public Policy Institute of California",0,1,1
14603,2018,California,2018CAde Leon,45.8,1020,-113,244,"Public Policy Institute of California",0,1,1
14604,2018,West Virginia,2018WVManchin,49.6,1158,-114,577,"Trafalgar Group",0,1,1
14605,2018,West Virginia,2018WVMorrisey,46.3,1158,-114,457,"Trafalgar Group",1,0,1
14606,2018,Florida,2018FLNelson,50.1,1840,-116,864,"Gravis Marketing",0,1,1
14607,2018,Florida,2018FLScott,49.9,1840,-116,791,"Gravis Marketing",1,0,1
14608,2018,Tennessee,2018TNBredesen,43.9,657,-116,279,"Emerson College",0,1,1
14609,2018,Tennessee,2018TNBlackburn,54.7,657,-116,239,"Emerson College",1,0,1
14610,2018,Missouri,2018MOMcCaskill,45.6,602,-118,252,"WPA Intelligence (WPAi)",0,1,1
14611,2018,Missouri,2018MOHawley,51.4,602,-118,258,"WPA Intelligence (WPAi)",1,0,1
14612,2018,Tennessee,2018TNBredesen,43.9,583,-119,256,"Public Policy Polling",0,1,1
14613,2018,Tennessee,2018TNBlackburn,54.7,583,-119,239,"Public Policy Polling",1,0,1
14614,2018,Tennessee,2018TNBredesen,43.9,551,-119,192,"WPA Intelligence (WPAi)",0,1,1
14615,2018,Tennessee,2018TNBlackburn,54.7,551,-119,209,"WPA Intelligence (WPAi)",1,0,1
14616,2018,Montana,2018MTTester,50.3,2581,-120,1264,"Remington Research Group",0,1,1
14617,2018,Montana,2018MTRosendale,46.8,2581,-120,1187,"Remington Research Group",1,0,1
14618,2018,New Jersey,2018NJMenendez,54,563,-120,242,"Gravis Marketing",0,1,1
14619,2018,New Jersey,2018NJHugin,42.8,563,-120,230,"Gravis Marketing",1,0,1
14620,2018,Missouri,2018MOMcCaskill,45.6,1034,-122,475,"Remington Research Group",0,1,1
14621,2018,Missouri,2018MOHawley,51.4,1034,-122,496,"Remington Research Group",1,0,1
14622,2018,Texas,2018TXO'Rourke,48.3,602,-123,252,"Gravis Marketing",0,1,1
14623,2018,Texas,2018TXCruz,50.9,602,-123,307,"Gravis Marketing",1,0,1
14624,2018,Arizona,2018AZSinema,50,925,-128,425,"Gravis Marketing",0,1,1
14625,2018,Arizona,2018AZSinema,50,925,-128,397,"Gravis Marketing",0,1,1
14626,2018,Arizona,2018AZMcSally,47.6,925,-128,360,"Gravis Marketing",1,0,1
14627,2018,Arizona,2018AZSinema,50,925,-128,481,"Gravis Marketing",0,1,1
14628,2018,Indiana,2018INDonnelly,45,952,-128,447,"SurveyMonkey",0,1,1
14629,2018,Indiana,2018INBraun,50.9,952,-128,466,"SurveyMonkey",1,0,1
14630,2018,Indiana,2018INDonnelly,45,832,-128,382,"SurveyMonkey",0,1,1
14631,2018,Indiana,2018INBraun,50.9,832,-128,424,"SurveyMonkey",1,0,1
14632,2018,Indiana,2018INDonnelly,45,719,-128,345,"SurveyMonkey",0,1,1
14633,2018,Indiana,2018INBraun,50.9,719,-128,352,"SurveyMonkey",1,0,1
14634,2018,Indiana,2018INDonnelly,45,796,-128,350,"SurveyMonkey",0,1,1
14635,2018,Indiana,2018INBraun,50.9,796,-128,413,"SurveyMonkey",1,0,1
14636,2018,Indiana,2018INDonnelly,45,952,-128,437,"SurveyMonkey",0,1,1
14637,2018,Indiana,2018INBraun,50.9,952,-128,485,"SurveyMonkey",1,0,1
14638,2018,Indiana,2018INDonnelly,45,952,-128,437,"SurveyMonkey",0,1,1
14639,2018,Indiana,2018INBraun,50.9,952,-128,485,"SurveyMonkey",1,0,1
14640,2018,Montana,2018MTTester,50.3,974,-128,535,"SurveyMonkey",0,1,1
14641,2018,Montana,2018MTRosendale,46.8,974,-128,418,"SurveyMonkey",1,0,1
14642,2018,Montana,2018MTTester,50.3,944,-128,509,"SurveyMonkey",0,1,1
14643,2018,Montana,2018MTRosendale,46.8,944,-128,415,"SurveyMonkey",1,0,1
14644,2018,Montana,2018MTTester,50.3,879,-128,474,"SurveyMonkey",0,1,1
14645,2018,Montana,2018MTRosendale,46.8,879,-128,386,"SurveyMonkey",1,0,1
14646,2018,Montana,2018MTTester,50.3,876,-128,481,"SurveyMonkey",0,1,1
14647,2018,Montana,2018MTRosendale,46.8,876,-128,367,"SurveyMonkey",1,0,1
14648,2018,Montana,2018MTTester,50.3,974,-128,525,"SurveyMonkey",0,1,1
14649,2018,Montana,2018MTRosendale,46.8,974,-128,428,"SurveyMonkey",1,0,1
14650,2018,Montana,2018MTTester,50.3,974,-128,525,"SurveyMonkey",0,1,1
14651,2018,Montana,2018MTRosendale,46.8,974,-128,428,"SurveyMonkey",1,0,1
14652,2018,North Dakota,2018NDHeitkamp,55.5,457,-128,214,"SurveyMonkey",0,1,1
14653,2018,North Dakota,2018NDCramer,44.5,457,-128,237,"SurveyMonkey",1,0,1
14654,2018,North Dakota,2018NDHeitkamp,55.5,434,-128,199,"SurveyMonkey",0,1,1
14655,2018,North Dakota,2018NDCramer,44.5,434,-128,225,"SurveyMonkey",1,0,1
14656,2018,North Dakota,2018NDHeitkamp,55.5,389,-128,178,"SurveyMonkey",0,1,1
14657,2018,North Dakota,2018NDCramer,44.5,389,-128,206,"SurveyMonkey",1,0,1
14658,2018,North Dakota,2018NDHeitkamp,55.5,403,-128,185,"SurveyMonkey",0,1,1
14659,2018,North Dakota,2018NDCramer,44.5,403,-128,213,"SurveyMonkey",1,0,1
14660,2018,North Dakota,2018NDHeitkamp,55.5,457,-128,201,"SurveyMonkey",0,1,1
14661,2018,North Dakota,2018NDCramer,44.5,457,-128,246,"SurveyMonkey",1,0,1
14662,2018,North Dakota,2018NDHeitkamp,55.5,457,-128,205,"SurveyMonkey",0,1,1
14663,2018,North Dakota,2018NDCramer,44.5,457,-128,242,"SurveyMonkey",1,0,1
14664,2018,Pennsylvania,2018PACasey,55.7,990,-128,544,"SurveyMonkey",0,1,1
14665,2018,Pennsylvania,2018PABarletta,42.6,990,-128,405,"SurveyMonkey",1,0,1
14666,2018,Pennsylvania,2018PACasey,55.7,872,-128,470,"SurveyMonkey",0,1,1
14667,2018,Pennsylvania,2018PABarletta,42.6,872,-128,374,"SurveyMonkey",1,0,1
14668,2018,Pennsylvania,2018PACasey,55.7,748,-128,411,"SurveyMonkey",0,1,1
